Index,Title,Place_Tag,Relevant_Body2,Label
674,Clearance rates continue to track at sub-50 per cent levels while auction activity slumps as Melbourne goes to the races,QLD," were 801 auctions held across the city this week, which was only 3 extra auctions compared to last week. Across the smaller auction markets, Adelaide was the best performing in terms of clearance rates with 57.6 per cent of auctions successful, while only 33.3 per cent of homes sold across Brisbane this",2
675,Clearance rates continue to track at sub-50 per cent levels while auction activity slumps as Melbourne goes to the races,VIC," Over the corresponding week last year, a much higher 61.5 per cent of auctions were successful (2,046). Melbourne saw the most notable dip in volumes this week; the lower volumes is what we traditionally see the week just prior to the Melbourne cup festivities, while also coming off the back of the second busiest week for auctions this year last week (1,709). There were only 264 Melbourne homes taken to auction this week, returning a preliminary clearance rate of",2
677,Clearance rates continue to track at sub-50 per cent levels while auction activity slumps as Melbourne goes to the races,NSW," of 50.5 per cent. Last week, a final clearance rate of 48.6 per cent was recorded across the higher volumes. A preliminary auction clearance rate of 47.7 per cent was recorded across Sydney this week, improving on last weekâ€™s final clearance rate of 45.3 per cent. There were 801 auctions held across the city this week, which was only 3 extra auctions compared to last",1
678,National Auction Market Preview- Week ending 4 November 2018,ACT," week, decreasing by 4.3 per cent on last weekâ€™s final figures which saw 798 auctions held across the city. Across the smaller auction markets, activity across Adelaide and Brisbane is virtually unchanged week-on-week, while Canberra, Perth and Tasmania are all expected to see a higher volume of auctions this week. Given the low activity in Victoria this week, itâ€™s no surprise that all of the busiest suburbs for auctions",1
679,National Auction Market Preview- Week ending 4 November 2018,VIC," the volume of auctions recorded last week when the combined capital cities saw 2,928 homes taken to auction. Across Melbourne, the number of auctions to be held is expected to fall this week, with only 234 Melbourne homes scheduled to go to auction. The lower volumes is likely due to the upcoming Melbourne cup festivities and coming off the back of the",2
682,National Auction Market Preview- Week ending 4 November 2018,NSW," while Canberra, Perth and Tasmania are all expected to see a higher volume of auctions this week. Given the low activity in Victoria this week, itâ€™s no surprise that all of the busiest suburbs for auctions are in New South Wales. Topping the list with 12 homes scheduled to go under the hammer is Rose Bay, followed by Paddington, St Ives",1
684,National Auction Market Preview- Week ending 4 November 2018,WA," week, decreasing by 4.3 per cent on last weekâ€™s final figures which saw 798 auctions held across the city. Across the smaller auction markets, activity across Adelaide and Brisbane is virtually unchanged week-on-week, while Canberra, Perth and Tasmania are all expected to see a higher volume of auctions this week. Given the low activity in Victoria this week, itâ€™s no surprise that all of the busiest suburbs for auctions",1
693,Preliminary results show half of the homes taken to auction across the combined capital cities were successful over the 5th busiest auction week of the year,VIC," cities this week, increasing from 2,139 last week although much lower than this time last year (3,713). The higher volumes this week were largely thanks to Melbourne as vendors rush to auction prior to the Melbourne Cup Carnival slowdown where volumes will temporarily plummet across the city. Preliminary results show a clearance rate of 50.2 per cent across the combined capital cities although itâ€™s",1
695,Preliminary results show half of the homes taken to auction across the combined capital cities were successful over the 5th busiest auction week of the year,NSW," rate was significantly higher with 70.2 per cent of the 1,983 auctions returning a successful result. There were 796 auctions held in Sydney this week, up from 675 last week, although substantially lower than this week last year when 1,215 homes were taken to auction across the city. Preliminary results show that 50.7 per cent of auctions were successful this week, up from 44.6 per cent",0
697,Auction Action Losing Traction,ACT," of units sold. Volumes were considerably lower year-on-year across both the house and unit market of Sydney. Across the smaller auction markets, auction volumes and clearance rates are lower across all markets with the exception of Canberra, where volumes are higher across both the house and unit markets and the clearance rate for units is higher over spring so far relative to the same period last year. Across the smaller auction markets, auction volumes and clearance rates are lower across all markets with",1
701,Auction Action Losing Traction,VIC," cent of houses successful at auction, while a higher 51% of units sold across the combined capital cities. Melbourne Across Australiaâ€™s largest auction market of Melbourne the performance across the individual property types year on year is quite interesting, with clearances rates tracking higher for houses compared to units for most of 2017, while this year has seen results in contrast of this with units the better performer. There were 4,588 houses taken to auction over the past 8 weeks with just over half selling (50.5%), while",1
703,Auction Action Losing Traction,NSW," rate of 69.3%, which happened to be over the period just prior to the peak in Melbourne dwelling values. Sydney In Sydney, the gap between the performance of clearance rates across the property types has reduced over recent months. So far this spring 3,581 Sydney houses have been auctioned with 47.2% selling, which was lower than the",0
706,National Auction Market Preview- Week ending 28 October 2018,ACT," 756 properties scheduled to go to auction this week, rising by 12 per cent from last weekâ€™s 675 auctions. Across the remaining auction markets, volumes are higher across Brisbane and Canberra, while activity across Adelaide and Tasmania will remain steady, and Perth will host 20 per cent fewer auctions. Summary of Last Weekâ€™s Results: The combined capital cities returned a final auction clearance rate of 46",1
708,National Auction Market Preview- Week ending 28 October 2018,VIC," of 30 per cent when compared to last weekâ€™s final results which saw 2,139 properties taken to auction. Melbourne is set to see the most notable increase in activity this week, with volumes expected to rise by 50 per cent on last weekâ€™s figures with 1,630 Melbourne homes scheduled to go to auction, increasing from the 1,087 held last week. In Sydney volumes are set to increase to a lesser extent with 756 properties scheduled to go to auction this",1
